               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  60,            0.022886,            0.041444,           0.0025094,             0.97907,             0.97363,             0.99197,             0.83085,            0.018712,            0.035103,           0.0021624,            0.004159,            0.004159,            0.004159
                  61,            0.022489,            0.040829,           0.0026762,             0.98216,             0.97244,             0.99311,             0.82608,            0.019509,            0.035332,           0.0021125,             0.00406,             0.00406,             0.00406
                  62,            0.022886,            0.043142,           0.0025808,             0.98378,             0.97815,             0.99049,             0.84701,            0.017708,            0.033993,           0.0020937,            0.003961,            0.003961,            0.003961
                  63,            0.021728,            0.038878,            0.002573,             0.98374,             0.97815,              0.9891,             0.81089,            0.019676,            0.035107,           0.0020598,            0.003862,            0.003862,            0.003862
                  64,            0.022415,            0.041974,           0.0025493,             0.98406,             0.97815,             0.99046,              0.8387,            0.018428,            0.034744,           0.0019845,            0.003763,            0.003763,            0.003763
                  65,            0.021852,            0.041539,           0.0023717,             0.98613,             0.97198,             0.99064,             0.82035,            0.019198,            0.034527,           0.0018997,            0.003664,            0.003664,            0.003664
                  66,            0.020862,            0.038853,           0.0025248,             0.97873,             0.97815,             0.99076,             0.83113,            0.018666,            0.035141,           0.0018605,            0.003565,            0.003565,            0.003565
                  67,            0.021023,             0.03754,           0.0023015,             0.98622,             0.97245,             0.98992,             0.84844,            0.016859,            0.033897,           0.0018564,            0.003466,            0.003466,            0.003466
                  68,            0.021364,            0.038823,           0.0024089,             0.98458,             0.97789,             0.99076,             0.85968,            0.015995,            0.032814,            0.001928,            0.003367,            0.003367,            0.003367
                  69,            0.020939,             0.03944,            0.002301,             0.99103,             0.97259,             0.98969,             0.85512,            0.016169,            0.032642,           0.0018931,            0.003268,            0.003268,            0.003268
                  70,            0.020222,            0.038115,           0.0022083,             0.99441,             0.98037,             0.98945,             0.86401,            0.016372,            0.032581,           0.0018524,            0.003169,            0.003169,            0.003169
                  71,            0.020709,            0.040434,           0.0023358,             0.99752,             0.97945,             0.99082,             0.86307,            0.015946,            0.032715,           0.0018803,             0.00307,             0.00307,             0.00307
                  72,            0.019946,            0.039545,           0.0022613,             0.99778,             0.97781,             0.99169,             0.86581,            0.015617,            0.031845,           0.0018771,            0.002971,            0.002971,            0.002971
                  73,             0.01955,            0.039102,           0.0020088,             0.99778,             0.97805,             0.98989,             0.86433,            0.015511,            0.031719,           0.0018763,            0.002872,            0.002872,            0.002872
                  74,            0.019029,            0.035604,           0.0022217,             0.99655,             0.98148,             0.99212,             0.85312,            0.015863,            0.032024,           0.0018532,            0.002773,            0.002773,            0.002773
                  75,            0.019777,            0.037879,           0.0021481,             0.99593,             0.98093,              0.9934,              0.8638,            0.015777,            0.030991,           0.0017309,            0.002674,            0.002674,            0.002674
                  76,            0.019028,            0.035946,           0.0019987,             0.99567,             0.98081,               0.993,             0.86173,            0.015391,            0.031471,           0.0017291,            0.002575,            0.002575,            0.002575
                  77,            0.019301,            0.038291,           0.0023285,             0.98453,             0.97862,              0.9914,             0.87079,            0.014804,            0.030499,           0.0017586,            0.002476,            0.002476,            0.002476
                  78,            0.018062,            0.035024,           0.0020842,             0.98527,             0.97861,             0.98935,             0.87943,            0.014981,            0.030598,           0.0018533,            0.002377,            0.002377,            0.002377
                  79,            0.018175,             0.03686,           0.0020251,             0.98149,             0.97247,             0.98911,             0.86208,            0.014938,            0.031139,           0.0018829,            0.002278,            0.002278,            0.002278
                  80,            0.018041,            0.036018,            0.002196,             0.98422,             0.97873,             0.99023,             0.87388,            0.014855,             0.03027,             0.00176,            0.002179,            0.002179,            0.002179
                  81,             0.01829,            0.038263,           0.0020229,              0.9846,             0.97846,             0.99125,             0.88021,            0.014475,             0.02969,           0.0016134,             0.00208,             0.00208,             0.00208
                  82,            0.018484,             0.03803,           0.0020029,             0.98692,             0.97198,             0.99352,             0.87348,            0.014485,            0.030037,            0.001703,            0.001981,            0.001981,            0.001981
                  83,             0.01815,            0.034353,           0.0021093,             0.99145,             0.97198,              0.9931,             0.87979,            0.014748,            0.030922,           0.0017298,            0.001882,            0.001882,            0.001882
                  84,            0.017239,            0.034402,           0.0019027,             0.99153,             0.97198,             0.99143,             0.88021,            0.014289,            0.030178,           0.0017293,            0.001783,            0.001783,            0.001783
                  85,            0.016825,            0.035808,           0.0019679,             0.98403,             0.97208,             0.98898,             0.88431,            0.014635,            0.030354,           0.0017607,            0.001684,            0.001684,            0.001684
                  86,            0.017129,            0.033723,           0.0018902,             0.97809,             0.97891,             0.98881,             0.88546,            0.014152,            0.030048,           0.0017576,            0.001585,            0.001585,            0.001585
                  87,            0.017034,            0.035701,           0.0020876,             0.99372,             0.97421,              0.9895,             0.88886,            0.013787,            0.029163,           0.0016997,            0.001486,            0.001486,            0.001486
                  88,            0.016958,            0.036309,           0.0020222,             0.99448,             0.97418,             0.99096,             0.88455,            0.014353,            0.030315,           0.0016896,            0.001387,            0.001387,            0.001387
                  89,            0.016598,            0.034142,           0.0019974,             0.99777,             0.97986,               0.991,             0.88955,            0.013717,            0.029053,           0.0016053,            0.001288,            0.001288,            0.001288
                  90,             0.01692,            0.033799,            0.001702,             0.98355,             0.97856,             0.98981,             0.88889,            0.013478,            0.028072,           0.0016256,            0.001189,            0.001189,            0.001189
                  91,            0.016722,              0.0342,           0.0019782,             0.98526,             0.97812,             0.98496,             0.88304,            0.013449,            0.029163,           0.0017596,             0.00109,             0.00109,             0.00109
                  92,            0.015753,            0.032617,           0.0017543,             0.97684,             0.97926,             0.98455,             0.89183,            0.013496,            0.028988,           0.0017745,            0.000991,            0.000991,            0.000991
                  93,             0.01642,            0.034053,           0.0018258,             0.98526,             0.97832,             0.98415,             0.89416,            0.013233,            0.028461,           0.0017262,            0.000892,            0.000892,            0.000892
                  94,            0.015926,             0.03046,           0.0015706,             0.98588,             0.97227,             0.98997,             0.89722,            0.013163,            0.028069,           0.0015565,            0.000793,            0.000793,            0.000793
                  95,            0.015822,            0.033666,            0.001723,              0.9957,             0.98046,             0.99015,             0.90014,            0.013077,            0.027695,           0.0014825,            0.000694,            0.000694,            0.000694
                  96,            0.015331,            0.031812,           0.0017828,             0.99582,             0.98058,             0.99063,              0.9015,            0.013011,            0.027836,           0.0014845,            0.000595,            0.000595,            0.000595
                  97,            0.015556,            0.033611,           0.0017155,             0.99469,             0.97894,             0.99067,             0.90171,            0.012984,            0.026943,           0.0014894,            0.000496,            0.000496,            0.000496
                  98,            0.015879,            0.032787,           0.0017034,             0.99609,             0.97957,             0.99057,             0.89933,            0.013061,            0.027174,           0.0015042,            0.000397,            0.000397,            0.000397
                  99,             0.01614,            0.033948,           0.0018522,             0.99142,             0.97693,             0.99038,             0.90312,            0.013018,            0.027052,           0.0015195,            0.000298,            0.000298,            0.000298
