               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  25,            0.048217,            0.063609,            0.014038,             0.36837,             0.83713,              0.6157,              0.2554,            0.047582,            0.041746,             0.01219,            0.007624,            0.007624,            0.007624
                  26,            0.049593,            0.064667,            0.013614,             0.40654,             0.83551,             0.73091,             0.38063,            0.044909,            0.039323,            0.011752,            0.007525,            0.007525,            0.007525
                  27,            0.046518,            0.067046,            0.012899,             0.53312,             0.83551,             0.76875,              0.4099,            0.041406,            0.038155,            0.011581,            0.007426,            0.007426,            0.007426
                  28,            0.048402,            0.064912,            0.013362,             0.81565,             0.79961,             0.82297,             0.45793,            0.044998,            0.041068,            0.011234,            0.007327,            0.007327,            0.007327
                  29,            0.047202,            0.061236,            0.012606,             0.74951,             0.82197,             0.82036,             0.44093,            0.045434,            0.040787,            0.010744,            0.007228,            0.007228,            0.007228
                  30,            0.045399,            0.060974,            0.012711,             0.74225,             0.82197,             0.84346,             0.49476,            0.039283,            0.037417,             0.01065,            0.007129,            0.007129,            0.007129
                  31,            0.045877,            0.058454,            0.011855,             0.74161,             0.82298,             0.84569,             0.52122,            0.043759,            0.038324,            0.010215,             0.00703,             0.00703,             0.00703
                  32,            0.045786,            0.055943,            0.012314,             0.82175,             0.82298,             0.86777,             0.47144,            0.035986,            0.036302,           0.0098343,            0.006931,            0.006931,            0.006931
                  33,            0.045325,            0.060528,            0.012189,             0.78451,               0.824,             0.87052,             0.48099,            0.040954,            0.037042,           0.0091207,            0.006832,            0.006832,            0.006832
                  34,            0.043949,             0.06042,            0.011312,             0.82375,             0.82298,             0.86727,             0.51152,            0.038793,            0.036896,           0.0090922,            0.006733,            0.006733,            0.006733
                  35,             0.04258,            0.053795,            0.011761,             0.87819,             0.82095,             0.86168,             0.53943,            0.039721,            0.040928,           0.0084658,            0.006634,            0.006634,            0.006634
                  36,            0.040077,            0.060484,            0.011601,              0.8591,             0.82784,             0.88493,             0.56313,             0.03294,            0.032717,           0.0081403,            0.006535,            0.006535,            0.006535
                  37,            0.038836,            0.054717,            0.011635,             0.85133,             0.82774,             0.86718,             0.49419,            0.036039,            0.036242,           0.0077525,            0.006436,            0.006436,            0.006436
                  38,            0.041239,            0.054382,            0.011076,             0.88143,             0.82298,             0.93924,             0.59413,            0.041849,            0.036926,            0.007119,            0.006337,            0.006337,            0.006337
                  39,            0.040035,            0.055554,            0.010271,             0.89482,             0.82298,             0.92384,             0.54956,            0.042839,            0.034461,           0.0068728,            0.006238,            0.006238,            0.006238
                  40,            0.041005,            0.054224,            0.010446,             0.96424,             0.82298,             0.88891,             0.53605,            0.033511,            0.032716,           0.0066849,            0.006139,            0.006139,            0.006139
                  41,            0.039029,            0.054438,            0.010313,             0.87122,             0.82603,             0.93608,             0.64009,             0.03532,            0.032505,           0.0071457,             0.00604,             0.00604,             0.00604
                  42,            0.039122,            0.055785,            0.010648,             0.94345,             0.82095,             0.94133,              0.5582,            0.040941,             0.03358,           0.0064603,            0.005941,            0.005941,            0.005941
                  43,            0.038871,             0.05529,           0.0097081,             0.92485,               0.824,              0.9471,             0.48018,            0.042663,              0.0337,           0.0065997,            0.005842,            0.005842,            0.005842
                  44,            0.037548,            0.053649,           0.0095162,             0.98155,             0.82298,             0.93504,             0.58529,            0.034119,            0.032085,            0.006282,            0.005743,            0.005743,            0.005743
                  45,            0.037765,            0.053153,           0.0093294,             0.96989,             0.81712,              0.9407,              0.5399,            0.041282,            0.030638,           0.0057706,            0.005644,            0.005644,            0.005644
                  46,            0.038481,            0.054256,           0.0089964,             0.98821,             0.82401,             0.95019,             0.67218,            0.031355,            0.029692,           0.0053721,            0.005545,            0.005545,            0.005545
                  47,            0.036225,            0.051941,           0.0088707,             0.99073,             0.81993,             0.94544,             0.66525,            0.031451,            0.028773,           0.0047661,            0.005446,            0.005446,            0.005446
                  48,            0.035246,            0.050392,           0.0083189,             0.96122,             0.83654,             0.94912,             0.67343,            0.032646,            0.029919,           0.0048642,            0.005347,            0.005347,            0.005347
                  49,            0.036403,            0.053245,           0.0082804,              0.9806,             0.83002,             0.94887,             0.62813,            0.032992,            0.030126,           0.0046509,            0.005248,            0.005248,            0.005248
                  50,            0.035276,            0.052322,           0.0081902,             0.97976,             0.84138,             0.94802,             0.62797,            0.033566,            0.029036,           0.0042689,            0.005149,            0.005149,            0.005149
                  51,            0.034347,            0.048621,            0.007835,             0.93958,             0.86196,             0.95704,             0.69994,            0.029982,            0.029011,           0.0040815,             0.00505,             0.00505,             0.00505
                  52,             0.03413,            0.049171,           0.0072856,             0.98014,             0.82067,              0.9387,             0.63714,            0.032262,            0.029022,           0.0041918,            0.004951,            0.004951,            0.004951
                  53,            0.034618,            0.048503,           0.0074028,              0.9686,             0.83755,             0.95423,             0.63093,            0.036323,            0.030546,           0.0043093,            0.004852,            0.004852,            0.004852
                  54,            0.035715,            0.050109,             0.00711,             0.96214,             0.83815,              0.9533,             0.63413,              0.0357,            0.029114,           0.0035483,            0.004753,            0.004753,            0.004753
                  55,            0.035175,            0.049421,           0.0065815,             0.99586,             0.83369,             0.95114,             0.66168,            0.033281,            0.028178,           0.0035046,            0.004654,            0.004654,            0.004654
                  56,            0.033858,            0.048951,           0.0063382,             0.97084,             0.86303,             0.96624,             0.74429,            0.027626,            0.026802,           0.0033554,            0.004555,            0.004555,            0.004555
                  57,            0.033711,            0.047677,           0.0060318,             0.95166,              0.8823,             0.96833,              0.6692,            0.031024,            0.027537,           0.0034996,            0.004456,            0.004456,            0.004456
                  58,            0.033125,             0.04959,           0.0063503,             0.91065,             0.95287,             0.97508,             0.69457,            0.032175,            0.027372,           0.0030565,            0.004357,            0.004357,            0.004357
                  59,             0.03345,            0.050178,             0.00664,             0.92444,             0.95772,             0.98018,             0.70055,            0.030698,            0.026422,           0.0034739,            0.004258,            0.004258,            0.004258
                  60,            0.032747,            0.047373,           0.0063403,             0.90746,             0.88673,             0.96343,             0.75593,            0.026133,            0.024315,            0.004763,            0.004159,            0.004159,            0.004159
                  61,            0.033384,            0.049413,           0.0065564,             0.92072,             0.93723,             0.97729,             0.74441,            0.029026,            0.025703,           0.0034124,             0.00406,             0.00406,             0.00406
                  62,            0.031045,             0.04562,           0.0057852,             0.98768,             0.84201,             0.95757,             0.68384,            0.030082,            0.026691,           0.0028685,            0.003961,            0.003961,            0.003961
                  63,            0.031681,            0.047648,           0.0061381,             0.98468,             0.84478,             0.96298,             0.75871,            0.028354,            0.025192,           0.0026802,            0.003862,            0.003862,            0.003862
                  64,            0.031165,            0.046147,           0.0055766,             0.98194,             0.86035,             0.96419,             0.72732,            0.027585,            0.024993,           0.0025241,            0.003763,            0.003763,            0.003763
                  65,            0.031417,             0.04706,           0.0059155,             0.95002,             0.91522,             0.97411,             0.72623,            0.027625,            0.025917,           0.0024981,            0.003664,            0.003664,            0.003664
                  66,            0.031182,            0.045964,           0.0054472,             0.93783,             0.93317,             0.97309,             0.68879,            0.030274,            0.025633,           0.0027479,            0.003565,            0.003565,            0.003565
                  67,            0.031302,            0.046751,            0.005447,             0.93648,              0.9492,             0.97508,             0.71315,             0.02913,            0.024904,           0.0025168,            0.003466,            0.003466,            0.003466
                  68,            0.030407,            0.043902,           0.0054615,             0.93745,             0.94817,             0.97628,             0.75963,            0.024914,            0.023087,           0.0025121,            0.003367,            0.003367,            0.003367
                  69,            0.030004,              0.0477,           0.0056975,             0.97859,             0.89642,               0.975,             0.70658,            0.029611,            0.024888,           0.0024659,            0.003268,            0.003268,            0.003268
                  70,            0.030091,            0.045905,           0.0051905,              0.9282,             0.95294,             0.97801,             0.69703,             0.02821,            0.024609,           0.0026798,            0.003169,            0.003169,            0.003169
                  71,            0.029982,            0.046349,           0.0051644,             0.92759,              0.9543,             0.97818,             0.75361,            0.026985,             0.02394,           0.0023464,             0.00307,             0.00307,             0.00307
                  72,            0.029066,            0.044856,           0.0046345,             0.95148,              0.9435,             0.97692,             0.78049,            0.025298,             0.02364,           0.0023445,            0.002971,            0.002971,            0.002971
                  73,             0.02905,            0.044816,           0.0046854,             0.95042,             0.94012,             0.97559,             0.79498,            0.025024,            0.022919,           0.0022552,            0.002872,            0.002872,            0.002872
                  74,            0.028995,            0.044305,           0.0050604,             0.95442,             0.92185,             0.97444,             0.79067,            0.024283,            0.022552,           0.0022868,            0.002773,            0.002773,            0.002773
                  75,            0.028145,            0.040776,           0.0046339,             0.94274,             0.94018,             0.97375,             0.77423,            0.024124,            0.022649,           0.0021308,            0.002674,            0.002674,            0.002674
                  76,            0.028112,            0.044745,           0.0050623,             0.94173,             0.90868,             0.97007,             0.72846,            0.025218,            0.023488,           0.0022493,            0.002575,            0.002575,            0.002575
                  77,            0.027968,            0.043251,           0.0042234,             0.89406,             0.93986,             0.96956,             0.76462,            0.024095,            0.023055,           0.0021516,            0.002476,            0.002476,            0.002476
                  78,            0.028482,            0.044658,           0.0049056,             0.93253,             0.93545,             0.97309,               0.747,            0.026215,            0.023579,           0.0019534,            0.002377,            0.002377,            0.002377
                  79,            0.027966,            0.043129,           0.0043703,              0.9344,             0.94351,             0.97438,             0.72355,            0.025691,            0.022779,           0.0020214,            0.002278,            0.002278,            0.002278
                  80,            0.027984,            0.044551,           0.0047811,             0.92361,             0.94385,             0.97723,             0.75586,            0.024072,            0.022348,           0.0023223,            0.002179,            0.002179,            0.002179
                  81,            0.026529,            0.042361,           0.0040935,             0.92914,             0.95014,             0.97952,              0.7635,            0.023973,            0.021713,           0.0023841,             0.00208,             0.00208,             0.00208
                  82,            0.026777,              0.0436,           0.0044297,             0.92555,             0.95272,             0.97541,             0.75044,            0.024971,            0.022387,           0.0020953,            0.001981,            0.001981,            0.001981
                  83,            0.026203,            0.041424,           0.0040861,             0.92921,             0.95125,             0.97549,             0.79397,             0.02341,            0.021404,            0.001892,            0.001882,            0.001882,            0.001882
                  84,            0.026487,            0.042571,           0.0042478,             0.93025,             0.95485,             0.97694,             0.73351,             0.02425,            0.022002,           0.0018553,            0.001783,            0.001783,            0.001783
                  85,            0.026698,            0.042453,           0.0044397,             0.93497,              0.9561,             0.97934,             0.76505,            0.023718,            0.022137,           0.0018993,            0.001684,            0.001684,            0.001684
                  86,            0.026672,            0.043151,           0.0043763,             0.92192,             0.96376,             0.98049,             0.80212,            0.022943,            0.021211,           0.0019014,            0.001585,            0.001585,            0.001585
                  87,            0.026344,            0.044421,            0.003908,             0.93118,              0.9555,             0.98069,             0.79887,            0.022793,            0.021289,           0.0018415,            0.001486,            0.001486,            0.001486
                  88,            0.026182,            0.041857,             0.00418,             0.93167,             0.95712,             0.98137,             0.78669,            0.022315,            0.020954,           0.0017955,            0.001387,            0.001387,            0.001387
                  89,            0.025904,            0.041353,           0.0040476,             0.93152,              0.9492,             0.97995,             0.78172,            0.022902,            0.021369,           0.0017889,            0.001288,            0.001288,            0.001288
                  90,            0.026086,            0.044488,           0.0037314,              0.9485,             0.95375,             0.98045,             0.78717,            0.022485,            0.020992,            0.001722,            0.001189,            0.001189,            0.001189
                  91,            0.025334,            0.040905,           0.0038843,              0.9491,             0.96409,             0.98174,             0.78769,            0.022666,            0.020877,            0.001729,             0.00109,             0.00109,             0.00109
                  92,            0.024707,            0.039557,           0.0037467,             0.94823,             0.96455,             0.98192,             0.80985,            0.022032,            0.020727,           0.0017199,            0.000991,            0.000991,            0.000991
                  93,            0.024767,            0.041096,           0.0040646,             0.95448,             0.95968,             0.98184,             0.79956,            0.022089,            0.021037,           0.0017979,            0.000892,            0.000892,            0.000892
                  94,            0.025403,            0.041619,           0.0037155,             0.93736,             0.96424,             0.98082,             0.81227,            0.021503,            0.020372,           0.0018141,            0.000793,            0.000793,            0.000793
                  95,            0.024905,            0.041818,           0.0037342,             0.93081,             0.96144,             0.97955,             0.81361,            0.021937,            0.020505,           0.0018862,            0.000694,            0.000694,            0.000694
                  96,            0.024594,            0.041196,           0.0037166,             0.95872,             0.94968,             0.97839,             0.81899,            0.021764,            0.020123,           0.0019576,            0.000595,            0.000595,            0.000595
                  97,             0.02425,            0.040343,           0.0035075,             0.95802,             0.93301,             0.97775,             0.80175,            0.022405,            0.020391,           0.0019556,            0.000496,            0.000496,            0.000496
                  98,            0.023215,            0.035905,           0.0033434,             0.95977,             0.94515,             0.97893,             0.80984,            0.021953,            0.020059,           0.0018508,            0.000397,            0.000397,            0.000397
                  99,            0.024216,             0.03889,           0.0039417,             0.95641,             0.96058,             0.98078,             0.80096,              0.0221,            0.020148,           0.0017879,            0.000298,            0.000298,            0.000298
